input,output
"{""id"": ""9"", ""author"": ""RealBrush"", ""message"": ""^ THIS ^. My entire style, built over years, could be replicated in seconds by someone who typed a prompt. My livelihood is threatened. It's not just 'learning.'"", ""keywords"": [""agreement"", ""personal-impact"", ""rant"", ""fragment""]}","{""id"": ""9"", ""author"": ""RealBrush"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 15, ""trust"": 10, ""surprise"": 20, ""sadness"": 70, ""anger"": 45, ""frustration"": 85, ""disgust"": 35, ""fear"": 80, ""contempt"": 50, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 15}, ""explainability"": {""top_matched_keywords"": [""My livelihood is threatened"", ""replicated in seconds"", ""not just 'learning.'"", ""personal-impact"", ""rant""], ""top_modifiers"": [""entire style"", ""built over years"", ""in seconds"", ""threatened""], ""rule_traces"": [{""rule"": ""livelihood_threat_detection"", ""impact"": 25}, {""rule"": ""personal_style_loss_concern"", ""impact"": 20}, {""rule"": ""negation_of_simplistic_explanation"", ""impact"": 15}, {""rule"": ""expression_of_agreement"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""10"", ""author"": ""Art_Hound"", ""message"": ""TL;DR: This is way more complicated than 'cool new tech.' My hot take turned into a full-blown ethical dilemma. thanks for the wake-up call, art fam."", ""keywords"": [""tl;dr"", ""summary"", ""gratitude"", ""reflection""]}","{""id"": ""10"", ""author"": ""Art_Hound"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 85, ""admiration"": 30, ""anticipation"": 0, ""trust"": 60, ""surprise"": 40, ""sadness"": 0, ""anger"": 0, ""frustration"": 15, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 40}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""ethical dilemma"", ""thanks for the wake-up call"", ""art fam"", ""complicated"", ""reflection"", ""gratitude""], ""top_modifiers"": [""full-blown""], ""rule_traces"": [{""rule"": ""direct_gratitude"", ""impact"": 40}, {""rule"": ""complex_problem_identification"", ""impact"": 15}, {""rule"": ""community_engagement"", ""impact"": 10}, {""rule"": ""shift_in_perspective"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""PixelPioneer"", ""message"": ""idk y'all but these AI image generators are low-key making me feel creatively *lazy*. like why spend hours sketching when midjourney can whip up something decent in secs? #AIartDilemma #CreativeBlockOrHack"", ""keywords"": [""hot-take"", ""rant"", ""question""]}","{""id"": ""1"", ""author"": ""PixelPioneer"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 10, ""anticipation"": 20, ""trust"": 15, ""surprise"": 5, ""sadness"": 25, ""anger"": 0, ""frustration"": 40, ""disgust"": 0, ""fear"": 15, ""contempt"": 0, ""neutral"": 30}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 8}, ""explainability"": {""top_matched_keywords"": [""AI image generators"", ""creatively lazy"", ""midjourney"", ""AIartDilemma"", ""CreativeBlockOrHack"", ""hot-take"", ""question""], ""top_modifiers"": [""low-key"", ""rhetorical question"", ""self-deprecating"", ""dilemma_hashtags""], ""rule_traces"": [{""rule"": ""self_critical_statement"", ""impact"": 10}, {""rule"": ""rhetorical_question_dilemma"", ""impact"": 5}, {""rule"": ""reflective_hashtags"", ""impact"": 3}, {""rule"": ""neutral_observation_ai_impact"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""ArtBrat99"", ""message"": ""Frrr 😩 my inspo is tanking. but also... the possibilities??"", ""keywords"": [""agreement"", ""fragment"", ""question""]}","{""id"": ""2"", ""author"": ""ArtBrat99"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 50, ""trust"": 10, ""surprise"": 10, ""sadness"": 55, ""anger"": 5, ""frustration"": 70, ""disgust"": 0, ""fear"": 20, ""contempt"": 0, ""neutral"": 15}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""Frrr"", ""😩"", ""inspo is tanking"", ""the possibilities??""], ""top_modifiers"": [""emoji_distress"", ""informal_expression"", ""interrogative""], ""rule_traces"": [{""rule"": ""emoji_frustration"", ""impact"": 15}, {""rule"": ""negative_personal_state"", ""impact"": 25}, {""rule"": ""optimistic_query"", ""impact"": 10}, {""rule"": ""informal_fragment"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""DigitalDaze"", ""message"": ""🤯"", ""keywords"": [""emoji-only"", ""hype""]}","{""id"": ""3"", ""author"": ""DigitalDaze"", ""scores"": {""emotions"": {""joy"": 25, ""gratitude"": 0, ""admiration"": 40, ""anticipation"": 35, ""trust"": 0, ""surprise"": 95, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""🤯"", ""emoji-only"", ""hype""], ""top_modifiers"": [""emoji_recognition"", ""emotional_intensifier""], ""rule_traces"": [{""rule"": ""single_emoji_expression"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""SynthDreams"", ""message"": ""Nah, @PixelPioneer it's a tool! Think of it as a super-fast concept artist. Helps me visualize ideas way faster for my comics. #AItools"", ""keywords"": [""disagreement"", ""advice"", ""use-case""]}","{""id"": ""4"", ""author"": ""SynthDreams"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 50, ""admiration"": 65, ""anticipation"": 10, ""trust"": 80, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 15}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""Nah"", ""@PixelPioneer"", ""tool"", ""super-fast concept artist"", ""visualize ideas way faster"", ""#AItools"", ""disagreement"", ""use-case""], ""top_modifiers"": [""mild_negation"", ""intensifier"", ""user_mention""], ""rule_traces"": [{""rule"": ""positive_sentiment"", ""impact"": 0}, {""rule"": ""informational_content"", ""impact"": 0}, {""rule"": ""user_mention"", ""impact"": 0}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""5"", ""author"": ""PixelPioneer"", ""message"": ""@SynthDreams i get that for concept art but what about *original* art? where's the human touch? 🤔"", ""keywords"": [""follow-up"", ""question"", ""concern""]}","{""id"": ""5"", ""author"": ""PixelPioneer"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 15, ""trust"": 20, ""surprise"": 5, ""sadness"": 0, ""anger"": 0, ""frustration"": 10, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 75}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""question"", ""concern"", ""human touch"", ""original art"", ""🤔""], ""top_modifiers"": [""question_emoji"", ""emphasis_asterisks"", ""direct_question""], ""rule_traces"": [{""rule"": ""direct_question"", ""impact"": 5}, {""rule"": ""thinking_emoji"", ""impact"": 3}, {""rule"": ""concern_expressed"", ""impact"": 2}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""VisionaryVibe"", ""message"": ""Totally disagree. It's an *accelerator* for creativity. Helps me brainstorm wildly different styles and compositions I wouldn't have thought of. The human still guides it. ✨"", ""keywords"": [""disagreement"", ""perspective"", ""hype""]}","{""id"": ""6"", ""author"": ""VisionaryVibe"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 30, ""admiration"": 40, ""anticipation"": 0, ""trust"": 60, ""surprise"": 10, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 10}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""Totally disagree"", ""accelerator for creativity"", ""brainstorm wildly different styles"", ""human still guides it"", ""✨""], ""top_modifiers"": [""intensifier_positive"", ""emoji_positive"", ""qualifier""], ""rule_traces"": [{""rule"": ""positive_sentiment_detection"", ""impact"": 30}, {""rule"": ""constructive_disagreement_pattern"", ""impact"": 15}, {""rule"": ""positive_emoji_use"", ""impact"": 5}, {""rule"": ""endorsement_of_tool"", ""impact"": 20}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""NeoCanvas"", ""message"": ""THIS. 👆 It's like having a muse on steroids. Chef's kiss for workflow. 💋"", ""keywords"": [""agreement"", ""hype"", ""sarcasm""]}","{""id"": ""7"", ""author"": ""NeoCanvas"", ""scores"": {""emotions"": {""joy"": 95, ""gratitude"": 85, ""admiration"": 90, ""anticipation"": 70, ""trust"": 80, ""surprise"": 15, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""THIS. 👆"", ""muse on steroids"", ""Chef's kiss"", ""💋"", ""agreement"", ""hype""], ""top_modifiers"": [""emoji_positive"", ""hyperbole"", ""intensifier"", ""idiomatic_expression""], ""rule_traces"": [{""rule"": ""strong_positive_sentiment"", ""impact"": 40}, {""rule"": ""positive_emojis_reinforcement"", ""impact"": 15}, {""rule"": ""hyperbolic_praise"", ""impact"": 20}, {""rule"": ""idiom_for_excellence"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""8"", ""author"": ""SketchySarah"", ""message"": ""I think it's both. The 'effortless' aspect can be a trap, but for overcoming creative blocks or just messing around, it's pretty cool. Edit: I use it to generate weird background elements sometimes when I'm stuck, then I draw over them, feels like a collab."", ""keywords"": [""nuance"", ""edit"", ""use-case""]}","{""id"": ""8"", ""author"": ""SketchySarah"", ""scores"": {""emotions"": {""joy"": 60, ""gratitude"": 35, ""admiration"": 40, ""anticipation"": 0, ""trust"": 55, ""surprise"": 0, ""sadness"": 5, ""anger"": 0, ""frustration"": 10, ""disgust"": 0, ""fear"": 8, ""contempt"": 0, ""neutral"": 50}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 2}, ""explainability"": {""top_matched_keywords"": [""nuance"", ""edit"", ""use-case"", ""effortless"", ""trap"", ""pretty cool"", ""creative blocks"", ""stuck"", ""collab""], ""top_modifiers"": [""both"", ""can be"", ""pretty"", ""sometimes"", ""feels like""], ""rule_traces"": [{""rule"": ""nuanced_opinion"", ""impact"": 20}, {""rule"": ""positive_sentiment"", ""impact"": 25}, {""rule"": ""personal_experience"", ""impact"": 15}, {""rule"": ""problem_solution_context"", ""impact"": 10}, {""rule"": ""mild_caution_noted"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""1"", ""author"": ""Chloe_G"", ""message"": ""hot take but the whole 'grind until you burn out' hustle culture is absolutely dead for gen z. Like my parents generation thinks working 80 hrs/week is normal but like??? nah fam 🙅‍♀️ #WorkLifeBalance"", ""keywords"": [""hot-take"", ""rant"", ""disagreement"", ""social-commentary""]}","{""id"": ""1"", ""author"": ""Chloe_G"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 10, ""surprise"": 0, ""sadness"": 15, ""anger"": 55, ""frustration"": 70, ""disgust"": 20, ""fear"": 0, ""contempt"": 40, ""neutral"": 10}, ""moderation"": {""toxicity"": 15, ""insult"": 10, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 20}, ""explainability"": {""top_matched_keywords"": [""hot-take"", ""rant"", ""disagreement"", ""social-commentary"", ""hustle culture"", ""absolutely dead"", ""parents generation"", ""nah fam"", ""🙅‍♀️"", ""#WorkLifeBalance""], ""top_modifiers"": [""hot take"", ""intensifier"", ""generational comparison"", ""negation emoji"", ""rhetorical question""], ""rule_traces"": [{""rule"": ""strong_opinion_expression"", ""impact"": 15}, {""rule"": ""generational_criticism"", ""impact"": 10}, {""rule"": ""negative_cultural_commentary"", ""impact"": 15}, {""rule"": ""emoji_negation_emphasis"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""2"", ""author"": ""Jay_P"", ""message"": ""FR! My boomer boss legit doesn't understand why i don't want to answer emails at 9pm on a friday. like my free time is sacred. 🙄"", ""keywords"": [""agreement"", ""anecdote"", ""frustration""]}","{""id"": ""2"", ""author"": ""Jay_P"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 10, ""surprise"": 15, ""sadness"": 15, ""anger"": 30, ""frustration"": 88, ""disgust"": 5, ""fear"": 0, ""contempt"": 45, ""neutral"": 5}, ""moderation"": {""toxicity"": 28, ""insult"": 25, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 35}, ""explainability"": {""top_matched_keywords"": [""frustration"", ""boomer boss"", ""doesn't understand"", ""free time is sacred"", ""🙄""], ""top_modifiers"": [""slang_agreement"", ""generational_stereotype"", ""emoji_exasperation""], ""rule_traces"": [{""rule"": ""employee_frustration"", ""impact"": 40}, {""rule"": ""generational_stereotype_mild"", ""impact"": 15}, {""rule"": ""emoji_exasperation"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""3"", ""author"": ""Chloe_G"", ""message"": ""Right?! it's giving toxic productivity and i'm not here for it. @Jay_P"", ""keywords"": [""agreement"", ""follow-up"", ""criticism""]}","{""id"": ""3"", ""author"": ""Chloe_G"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 20, ""sadness"": 10, ""anger"": 35, ""frustration"": 75, ""disgust"": 40, ""fear"": 0, ""contempt"": 55, ""neutral"": 5}, ""moderation"": {""toxicity"": 20, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 25}, ""explainability"": {""top_matched_keywords"": [""toxic productivity"", ""i'm not here for it"", ""Right?!"", ""criticism""], ""top_modifiers"": [""punctuation_exclamation_question"", ""negative_phrase""], ""rule_traces"": [{""rule"": ""negative_concept_flag"", ""impact"": 15}, {""rule"": ""strong_disagreement_phrase"", ""impact"": 10}, {""rule"": ""interrogative_exclamatory"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""4"", ""author"": ""oldskool_grind"", ""message"": ""Lol that's why you can't afford a house. Hard work pays off, always has. #getthatbag"", ""keywords"": [""sarcasm"", ""disagreement"", ""provocative""]}","{""id"": ""4"", ""author"": ""oldskool_grind"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 0, ""surprise"": 0, ""sadness"": 0, ""anger"": 15, ""frustration"": 30, ""disgust"": 10, ""fear"": 0, ""contempt"": 70, ""neutral"": 5}, ""moderation"": {""toxicity"": 65, ""insult"": 70, ""harassment"": 30, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 68}, ""explainability"": {""top_matched_keywords"": [""Lol"", ""can't afford a house"", ""Hard work pays off"", ""sarcasm"", ""disagreement"", ""provocative""], ""top_modifiers"": [""sarcastic"", ""condescending"", ""personal_attack""], ""rule_traces"": [{""rule"": ""sarcastic_mockery_indicator"", ""impact"": 25}, {""rule"": ""personal_attack_financial_status"", ""impact"": 35}, {""rule"": ""condescending_advice_in_context"", ""impact"": 15}, {""rule"": ""provocative_content_detection"", ""impact"": 10}]}, ""escalate"": true, ""escalation_reasons"": [""personal_attack"", ""condescending_tone""], ""action_recommendation"": ""warn""}"
"{""id"": ""5"", ""author"": ""Luna_Bell"", ""message"": ""Smh not the 'just work harder' argument again. 😩 cost of living is WILD now, has nothing to do with 'hustle.' And 'that bag' isn't worth my mental health. @oldskool_grind"", ""keywords"": [""disagreement"", ""criticism"", ""empathy""]}","{""id"": ""5"", ""author"": ""Luna_Bell"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 15, ""surprise"": 0, ""sadness"": 35, ""anger"": 30, ""frustration"": 90, ""disgust"": 20, ""fear"": 0, ""contempt"": 30, ""neutral"": 5}, ""moderation"": {""toxicity"": 5, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 10}, ""explainability"": {""top_matched_keywords"": [""Smh"", ""'just work harder' argument"", ""😩"", ""cost of living is WILD"", ""mental health""], ""top_modifiers"": [""again"", ""WILD"", ""isn't worth"", ""emoji_frustration""], ""rule_traces"": [{""rule"": ""disagreement_on_common_trope"", ""impact"": 15}, {""rule"": ""negative_reaction_emoji"", ""impact"": 10}, {""rule"": ""prioritizing_wellbeing_over_gain"", ""impact"": 10}, {""rule"": ""criticism_of_economic_conditions"", ""impact"": 8}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""6"", ""author"": ""oldskool_grind"", ""message"": ""Excuses excuses."", ""keywords"": [""fragment"", ""dismissive""]}","{""id"": ""6"", ""author"": ""oldskool_grind"", ""scores"": {""emotions"": {""joy"": 0, ""gratitude"": 0, ""admiration"": 0, ""anticipation"": 0, ""trust"": 10, ""surprise"": 0, ""sadness"": 0, ""anger"": 25, ""frustration"": 65, ""disgust"": 20, ""fear"": 0, ""contempt"": 45, ""neutral"": 15}, ""moderation"": {""toxicity"": 15, ""insult"": 5, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 20}, ""explainability"": {""top_matched_keywords"": [""excuses excuses"", ""dismissive""], ""top_modifiers"": [""repetition_for_emphasis"", ""fragment""], ""rule_traces"": [{""rule"": ""dismissive_language"", ""impact"": 15}, {""rule"": ""repetition_intensifier"", ""impact"": 5}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""7"", ""author"": ""Chloe_G"", ""message"": ""Exactly @Luna_Bell! It's not about being lazy, it's about being SMART with your energy. #WorkSmartNotHard"", ""keywords"": [""agreement"", ""clarification"", ""follow-up""]}","{""id"": ""7"", ""author"": ""Chloe_G"", ""scores"": {""emotions"": {""joy"": 75, ""gratitude"": 60, ""admiration"": 70, ""anticipation"": 40, ""trust"": 65, ""surprise"": 10, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""Exactly"", ""@Luna_Bell"", ""SMART with your energy"", ""#WorkSmartNotHard"", ""agreement""], ""top_modifiers"": [""affirmative"", ""constructive_language"", ""hashtag""], ""rule_traces"": [{""rule"": ""positive_affirmation"", ""impact"": 15}, {""rule"": ""constructive_messaging"", ""impact"": 20}, {""rule"": ""positive_hashtag_use"", ""impact"": 10}, {""rule"": ""direct_agreement"", ""impact"": 10}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""8"", ""author"": ""ZenZone"", ""message"": ""🧘‍♀️✨"", ""keywords"": [""emoji-only"", ""agreement"", ""positive-vibe""]}","{""id"": ""8"", ""author"": ""ZenZone"", ""scores"": {""emotions"": {""joy"": 95, ""gratitude"": 10, ""admiration"": 10, ""anticipation"": 5, ""trust"": 60, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 5}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 0}, ""explainability"": {""top_matched_keywords"": [""🧘‍♀️"", ""✨"", ""emoji-only"", ""positive-vibe""], ""top_modifiers"": [""emoji_positive"", ""implied_wellbeing""], ""rule_traces"": [{""rule"": ""positive_emoji_sequence"", ""impact"": 40}, {""rule"": ""zero_moderation_risk"", ""impact"": -50}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
"{""id"": ""9"", ""author"": ""TechBroJake"", ""message"": ""I'd argue it's not dead, just evolved. Remote work *is* the new hustle for some. 🤷‍♂️"", ""keywords"": [""nuance"", ""counterpoint"", ""observation""]}","{""id"": ""9"", ""author"": ""TechBroJake"", ""scores"": {""emotions"": {""joy"": 5, ""gratitude"": 0, ""admiration"": 5, ""anticipation"": 15, ""trust"": 20, ""surprise"": 0, ""sadness"": 0, ""anger"": 0, ""frustration"": 0, ""disgust"": 0, ""fear"": 0, ""contempt"": 0, ""neutral"": 75}, ""moderation"": {""toxicity"": 0, ""insult"": 0, ""harassment"": 0, ""profanity"": 0, ""obscene_gesture"": 0, ""threat_violence"": 0, ""hate_speech"": 0, ""sexual_explicit"": 0, ""sexual_solicitation"": 0, ""sexual_minor_risk"": 0, ""self_harm"": 0, ""doxxing"": 0, ""spam"": 0}, ""overall_risk"": 5}, ""explainability"": {""top_matched_keywords"": [""not dead, just evolved"", ""Remote work"", ""new hustle"", ""🤷‍♂️""], ""top_modifiers"": [""emoji_uncertainty"", ""nuance""], ""rule_traces"": [{""rule"": ""neutral_discussion_tone"", ""impact"": 10}, {""rule"": ""shrug_emoji_present"", ""impact"": 5}, {""rule"": ""counterpoint_observation"", ""impact"": 3}]}, ""escalate"": false, ""escalation_reasons"": [], ""action_recommendation"": ""none""}"
